X,Y,Z
0.03276567, -0.1000234, -0.9944454
0.03276567, -0.1000234, -0.9944454
0.03276567, -0.1000234, -0.9944454
0.03276567, -0.1000234, -0.9944454
0.03276567, -0.1000234, -0.9944454
0.03245751, -0.1005557, -0.9944018
0.03245751, -0.1005557, -0.9944018
0.03245751, -0.1005557, -0.9944018
0.03245751, -0.1005557, -0.9944018
0.03245751, -0.1005557, -0.9944018
0.03341854, -0.09833193, -0.9945924
0.03341854, -0.09833193, -0.9945924
0.03341854, -0.09833193, -0.9945924
0.03341854, -0.09833193, -0.9945924
0.03341854, -0.09833193, -0.9945924
0.0339314, -0.09663229, -0.9947416
0.0339314, -0.09663229, -0.9947416
0.0339314, -0.09663229, -0.9947416
0.0339314, -0.09663229, -0.9947416
0.0339314, -0.09663229, -0.9947416
0.03415488, -0.09605139, -0.9947901
0.03415488, -0.09605139, -0.9947901
0.03415488, -0.09605139, -0.9947901
0.04053131, -0.0795836, -0.9960039
0.04053131, -0.0795836, -0.9960039
0.04053131, -0.0795836, -0.9960039
0.04053131, -0.0795836, -0.9960039
0.04374062, -0.07053383, -0.99655
0.04374062, -0.07053383, -0.99655
0.04374062, -0.07053383, -0.99655
0.04374062, -0.07053383, -0.99655
0.04448654, -0.06820414, -0.9966791
0.04448654, -0.06820414, -0.9966791
0.04448654, -0.06820414, -0.9966791
0.04448654, -0.06820414, -0.9966791
0.0445546, -0.06633013, -0.9968025
0.0445546, -0.06633013, -0.9968025
0.0445546, -0.06633013, -0.9968025
0.0445546, -0.06633013, -0.9968025
0.0445546, -0.06633013, -0.9968025
0.04464745, -0.06584391, -0.9968306
0.04464745, -0.06584391, -0.9968306
0.04464745, -0.06584391, -0.9968306
0.04464745, -0.06584391, -0.9968306
0.04462224, -0.06503054, -0.9968851
0.04462224, -0.06503054, -0.9968851
0.04462224, -0.06503054, -0.9968851
0.04462224, -0.06503054, -0.9968851
0.04240705, -0.06440454, -0.9970224
0.04240705, -0.06440454, -0.9970224
0.04240705, -0.06440454, -0.9970224
0.04240705, -0.06440454, -0.9970224
0.04245743, -0.0619536, -0.9971755
0.04245743, -0.0619536, -0.9971755
0.04245743, -0.0619536, -0.9971755
0.04245743, -0.0619536, -0.9971755
