X,Y,Z
0.1870698, -0.7473727, -0.6375245
0.1870698, -0.7473727, -0.6375245
0.1870698, -0.7473727, -0.6375245
-0.01011615, 0.04357159, -0.9989991
-0.01011615, 0.04357159, -0.9989991
-0.01011615, 0.04357159, -0.9989991
0.06932903, -0.118029, -0.990587
0.06932903, -0.118029, -0.990587
0.06932903, -0.118029, -0.990587
0.06932903, -0.118029, -0.990587
0.006955609, -0.2779517, -0.9605697
0.006955609, -0.2779517, -0.9605697
0.006955609, -0.2779517, -0.9605697
-0.05734247, -0.2533164, -0.9656823
-0.05734247, -0.2533164, -0.9656823
-0.05734247, -0.2533164, -0.9656823
-0.05734247, -0.2533164, -0.9656823
-0.05734247, -0.2533164, -0.9656823
-0.07192502, -0.2232054, -0.9721142
-0.07192502, -0.2232054, -0.9721142
-0.07192502, -0.2232054, -0.9721142
-0.07192502, -0.2232054, -0.9721142
-0.07192502, -0.2232054, -0.9721142
0.04426425, -0.06246977, -0.9970648
0.04426425, -0.06246977, -0.9970648
0.04426425, -0.06246977, -0.9970648
0.04426425, -0.06246977, -0.9970648
0.04426425, -0.06246977, -0.9970648
0.008432519, -0.1057349, -0.9943585
-0.003067218, -0.1222747, -0.9924915
-0.003067218, -0.1222747, -0.9924915
-0.003067218, -0.1222747, -0.9924915
-0.003067218, -0.1222747, -0.9924915
0.01854622, -0.09773291, -0.9950399
0.01854622, -0.09773291, -0.9950399
0.01854622, -0.09773291, -0.9950399
0.01854622, -0.09773291, -0.9950399
0.01854622, -0.09773291, -0.9950399
0.01635862, -0.100767, -0.9947755
0.01635862, -0.100767, -0.9947755
0.01635862, -0.100767, -0.9947755
0.01635862, -0.100767, -0.9947755
0.01635862, -0.100767, -0.9947755
0.01645383, -0.1008008, -0.9947706
0.01714923, -0.0985627, -0.9949831
0.01714923, -0.0985627, -0.9949831
0.01714923, -0.0985627, -0.9949831
0.01714923, -0.0985627, -0.9949831
0.01637653, -0.1005598, -0.9947962
0.01637653, -0.1005598, -0.9947962
0.01637653, -0.1005598, -0.9947962
0.01637653, -0.1005598, -0.9947962
0.01637653, -0.1005598, -0.9947962
0.01625902, -0.1001687, -0.9948376
0.01625902, -0.1001687, -0.9948376
0.01625902, -0.1001687, -0.9948376
0.01625902, -0.1001687, -0.9948376
0.01625902, -0.1001687, -0.9948376
0.0158289, -0.1007021, -0.9947906
0.01761415, -0.09898405, -0.9949331
0.01761415, -0.09898405, -0.9949331
0.01761415, -0.09898405, -0.9949331
0.01761415, -0.09898405, -0.9949331
0.01810363, -0.09851084, -0.9949713
0.01810363, -0.09851084, -0.9949713
0.01810363, -0.09851084, -0.9949713
0.01810363, -0.09851084, -0.9949713
0.02028829, -0.09621435, -0.9951538
0.02028829, -0.09621435, -0.9951538
0.02099272, -0.09545556, -0.9952123
0.02099272, -0.09545556, -0.9952123
0.02099272, -0.09545556, -0.9952123
0.02099272, -0.09545556, -0.9952123
0.04347696, -0.07270623, -0.9964053
0.04347696, -0.07270623, -0.9964053
0.04347696, -0.07270623, -0.9964053
0.04347696, -0.07270623, -0.9964053
0.04965762, -0.0667536, -0.996533
0.04965762, -0.0667536, -0.996533
0.04965762, -0.0667536, -0.996533
0.04965762, -0.0667536, -0.996533
0.04965762, -0.0667536, -0.996533
0.05084063, -0.06568342, -0.9965445
0.05084063, -0.06568342, -0.9965445
0.05084063, -0.06568342, -0.9965445
0.05181703, -0.06458236, -0.9965662
0.05181703, -0.06458236, -0.9965662
0.05185658, -0.06447349, -0.9965711
0.05185658, -0.06447349, -0.9965711
0.05185658, -0.06447349, -0.9965711
0.05185658, -0.06447349, -0.9965711
0.05185658, -0.06447349, -0.9965711
0.04700902, -0.06396731, -0.9968442
0.04700902, -0.06396731, -0.9968442
0.04700902, -0.06396731, -0.9968442
0.04700902, -0.06396731, -0.9968442
0.04700902, -0.06396731, -0.9968442
