X,Y,Z
-0.07217684, -0.8749, -0.4788935
-0.07217684, -0.8749, -0.4788935
-0.07217684, -0.8749, -0.4788935
-0.07217684, -0.8749, -0.4788935
-0.07217684, -0.8749, -0.4788935
-0.06421748, -0.8766181, -0.4768803
-0.06421748, -0.8766181, -0.4768803
-0.06421748, -0.8766181, -0.4768803
-0.06421748, -0.8766181, -0.4768803
-0.06075555, -0.8778486, -0.4750664
-0.06075555, -0.8778486, -0.4750664
-0.06075555, -0.8778486, -0.4750664
-0.06549725, -0.8817306, -0.4671827
-0.06549725, -0.8817306, -0.4671827
-0.06549725, -0.8817306, -0.4671827
-0.06549725, -0.8817306, -0.4671827
-0.06690842, -0.8844129, -0.4618828
-0.06690842, -0.8844129, -0.4618828
-0.06690842, -0.8844129, -0.4618828
-0.06690842, -0.8844129, -0.4618828
-0.06694964, -0.8883319, -0.4542939
-0.06694964, -0.8883319, -0.4542939
-0.06694964, -0.8883319, -0.4542939
-0.06694964, -0.8883319, -0.4542939
-0.06694964, -0.8883319, -0.4542939
-0.06729874, -0.8883933, -0.4541198
-0.06729874, -0.8883933, -0.4541198
-0.06772381, -0.8890104, -0.4528479
-0.06772381, -0.8890104, -0.4528479
-0.06772381, -0.8890104, -0.4528479
-0.06772381, -0.8890104, -0.4528479
-0.06853771, -0.8904434, -0.4499021
-0.06853771, -0.8904434, -0.4499021
-0.06853771, -0.8904434, -0.4499021
-0.06853771, -0.8904434, -0.4499021
-0.0687604, -0.8919247, -0.4469239
-0.0687604, -0.8919247, -0.4469239
-0.0687604, -0.8919247, -0.4469239
-0.0687604, -0.8919247, -0.4469239
-0.0687604, -0.8919247, -0.4469239
-0.06542712, -0.891542, -0.4481844
-0.06542712, -0.891542, -0.4481844
-0.0578014, -0.8833171, -0.4651973
-0.0578014, -0.8833171, -0.4651973
-0.0578014, -0.8833171, -0.4651973
-0.04749447, -0.8740901, -0.4834343
-0.04749447, -0.8740901, -0.4834343
-0.04749447, -0.8740901, -0.4834343
-0.04749447, -0.8740901, -0.4834343
-0.04749447, -0.8740901, -0.4834343
-0.01982322, -0.8716283, -0.4897647
-0.01982322, -0.8716283, -0.4897647
-0.01982322, -0.8716283, -0.4897647
-0.01982322, -0.8716283, -0.4897647
-0.01982322, -0.8716283, -0.4897647
0.04394504, -0.8627122, -0.5037808
0.04394504, -0.8627122, -0.5037808
0.07577357, -0.8562241, -0.5110159
0.07577357, -0.8562241, -0.5110159
0.07577357, -0.8562241, -0.5110159
0.07577357, -0.8562241, -0.5110159
0.1387915, -0.8382601, -0.5273093
0.1387915, -0.8382601, -0.5273093
0.1387915, -0.8382601, -0.5273093
0.1387915, -0.8382601, -0.5273093
0.1940398, -0.8039556, -0.5621411
0.1940398, -0.8039556, -0.5621411
0.1940398, -0.8039556, -0.5621411
0.1940398, -0.8039556, -0.5621411
0.1940398, -0.8039556, -0.5621411
0.1735569, -0.6915258, -0.7011908
0.1735569, -0.6915258, -0.7011908
0.1735569, -0.6915258, -0.7011908
0.1735569, -0.6915258, -0.7011908
0.1735569, -0.6915258, -0.7011908
0.03022808, 0.1867264, -0.9819467
0.03022808, 0.1867264, -0.9819467
0.03022808, 0.1867264, -0.9819467
0.03022808, 0.1867264, -0.9819467
0.03022808, 0.1867264, -0.9819467
0.05619741, -0.0316835, -0.9979169
0.05619741, -0.0316835, -0.9979169
0.05619741, -0.0316835, -0.9979169
0.01965677, -0.1495986, -0.9885514
0.01965677, -0.1495986, -0.9885514
0.01965677, -0.1495986, -0.9885514
0.01965677, -0.1495986, -0.9885514
-0.007892195, -0.05960926, -0.9981906
-0.007892195, -0.05960926, -0.9981906
