X,Y,Z
-0.04122597, -0.9036537, -0.4262737
-0.04122597, -0.9036537, -0.4262737
-0.04122597, -0.9036537, -0.4262737
-0.04122597, -0.9036537, -0.4262737
-0.04457512, -0.9037778, -0.4256716
-0.04457512, -0.9037778, -0.4256716
-0.04457512, -0.9037778, -0.4256716
-0.04457512, -0.9037778, -0.4256716
-0.04427028, -0.9060735, -0.4207946
-0.04427028, -0.9060735, -0.4207946
-0.04427028, -0.9060735, -0.4207946
-0.04427028, -0.9060735, -0.4207946
-0.04427028, -0.9060735, -0.4207946
-0.04142985, -0.9051405, -0.4230872
-0.04142985, -0.9051405, -0.4230872
-0.04142985, -0.9051405, -0.4230872
-0.04163378, -0.9047196, -0.4239669
-0.04163378, -0.9047196, -0.4239669
-0.04163378, -0.9047196, -0.4239669
-0.04163378, -0.9047196, -0.4239669
-0.04125747, -0.9052649, -0.4228379
-0.04125747, -0.9052649, -0.4228379
-0.04125747, -0.9052649, -0.4228379
-0.03738827, -0.9040747, -0.4257335
-0.03738827, -0.9040747, -0.4257335
-0.03738827, -0.9040747, -0.4257335
-0.03738827, -0.9040747, -0.4257335
-0.03738827, -0.9040747, -0.4257335
-0.03573418, -0.9028422, -0.4284808
-0.03573418, -0.9028422, -0.4284808
-0.03573418, -0.9028422, -0.4284808
-0.03573418, -0.9028422, -0.4284808
-0.03573418, -0.9028422, -0.4284808
-0.03553078, -0.9014979, -0.4313196
-0.03553078, -0.9014979, -0.4313196
-0.03553078, -0.9014979, -0.4313196
-0.03553078, -0.9014979, -0.4313196
-0.03553078, -0.9014979, -0.4313196
-0.03552639, -0.9004955, -0.433409
-0.03552639, -0.9004955, -0.433409
-0.03552639, -0.9004955, -0.433409
-0.03552639, -0.9004955, -0.433409
-0.03552639, -0.9004955, -0.433409
-0.03742048, -0.9028504, -0.4283201
-0.03742048, -0.9028504, -0.4283201
-0.03742048, -0.9028504, -0.4283201
-0.03742048, -0.9028504, -0.4283201
-0.03742048, -0.9028504, -0.4283201
-0.03211647, -0.9014938, -0.4315958
-0.03211647, -0.9014938, -0.4315958
-0.03211647, -0.9014938, -0.4315958
-0.03211647, -0.9014938, -0.4315958
-0.03211647, -0.9014938, -0.4315958
-0.0276846, -0.8971377, -0.4408813
-0.0276846, -0.8971377, -0.4408813
-0.0276846, -0.8971377, -0.4408813
-0.0276846, -0.8971377, -0.4408813
-0.0276846, -0.8971377, -0.4408813
-0.02706542, -0.8960859, -0.4430525
-0.02706542, -0.8960859, -0.4430525
-0.02706542, -0.8960859, -0.4430525
-0.02706542, -0.8960859, -0.4430525
-0.02706542, -0.8960859, -0.4430525
0.02034321, -0.9001592, -0.4350833
0.02034321, -0.9001592, -0.4350833
0.02034321, -0.9001592, -0.4350833
0.02034321, -0.9001592, -0.4350833
0.02034321, -0.9001592, -0.4350833
0.1378262, -0.9036123, -0.40557
0.1378262, -0.9036123, -0.40557
0.1378262, -0.9036123, -0.40557
0.1378262, -0.9036123, -0.40557
0.2090523, -0.9007944, -0.3806105
0.2090523, -0.9007944, -0.3806105
0.2090523, -0.9007944, -0.3806105
0.2090523, -0.9007944, -0.3806105
0.2090523, -0.9007944, -0.3806105
0.2741597, -0.8907244, -0.3625512
0.2741597, -0.8907244, -0.3625512
0.2741597, -0.8907244, -0.3625512
0.2499312, -0.7059666, -0.6626799
0.2499312, -0.7059666, -0.6626799
0.2499312, -0.7059666, -0.6626799
0.2499312, -0.7059666, -0.6626799
0.207972, -0.4540327, -0.8663727
0.207972, -0.4540327, -0.8663727
0.207972, -0.4540327, -0.8663727
0.207972, -0.4540327, -0.8663727
0.207972, -0.4540327, -0.8663727
0.1327066, -0.1475169, -0.9801161
0.1327066, -0.1475169, -0.9801161
0.1327066, -0.1475169, -0.9801161
0.1327066, -0.1475169, -0.9801161
-0.01362602, 0.4023557, -0.9153817
-0.01362602, 0.4023557, -0.9153817
-0.01362602, 0.4023557, -0.9153817
-0.01362602, 0.4023557, -0.9153817
-0.01362602, 0.4023557, -0.9153817
-0.01362602, 0.4023557, -0.9153817
-0.01362602, 0.4023557, -0.9153817
-0.01362602, 0.4023557, -0.9153817
-0.01362602, 0.4023557, -0.9153817
-0.01362602, 0.4023557, -0.9153817
0.1174613, 0.008033723, -0.9930449
0.1174613, 0.008033723, -0.9930449
0.1174613, 0.008033723, -0.9930449
0.1174613, 0.008033723, -0.9930449
0.1174613, 0.008033723, -0.9930449
0.1322577, -0.2808164, -0.950605
0.1322577, -0.2808164, -0.950605
0.1322577, -0.2808164, -0.950605
0.02303291, 0.04680387, -0.9986385
0.02303291, 0.04680387, -0.9986385
