X,Y,Z
-0.02505402, -0.01090747, -0.9996266
-0.01566444, -0.006358279, -0.999857
-0.01566444, -0.006358279, -0.999857
-0.01768875, -0.008257305, -0.9998095
-0.01768875, -0.008257305, -0.9998095
-0.01768875, -0.008257305, -0.9998095
-0.01787602, -0.006956149, -0.999816
-0.01787602, -0.006956149, -0.999816
-0.01787602, -0.006956149, -0.999816
-0.01787602, -0.006956149, -0.999816
-0.01787602, -0.006956149, -0.999816
-0.0189805, -0.007285419, -0.9997934
-0.0189805, -0.007285419, -0.9997934
-0.0189805, -0.007285419, -0.9997934
-0.01545876, -0.009107223, -0.9998391
-0.01545876, -0.009107223, -0.9998391
-0.01545876, -0.009107223, -0.9998391
-0.01449644, -0.009956277, -0.9998454
-0.01449644, -0.009956277, -0.9998454
-0.01449644, -0.009956277, -0.9998454
-0.01449644, -0.009956277, -0.9998454
-0.01241253, -0.01172544, -0.9998542
-0.01241253, -0.01172544, -0.9998542
-0.01241253, -0.01172544, -0.9998542
-0.01241253, -0.01172544, -0.9998542
-0.01241253, -0.01172544, -0.9998542
-0.01140602, -0.01264311, -0.999855
-0.01140602, -0.01264311, -0.999855
-0.01140602, -0.01264311, -0.999855
-0.009397657, -0.01429915, -0.9998536
-0.009397657, -0.01429915, -0.9998536
-0.009397657, -0.01429915, -0.9998536
-0.009397657, -0.01429915, -0.9998536
0.03438943, -0.04965144, -0.9981744
0.03438943, -0.04965144, -0.9981744
0.03438943, -0.04965144, -0.9981744
0.03889918, -0.05352153, -0.9978087
0.03889918, -0.05352153, -0.9978087
0.03889918, -0.05352153, -0.9978087
0.03889918, -0.05352153, -0.9978087
0.03889918, -0.05352153, -0.9978087
0.03965478, -0.05430125, -0.9977369
0.03965478, -0.05430125, -0.9977369
0.04016802, -0.05486007, -0.9976857
0.04016802, -0.05486007, -0.9976857
0.04016802, -0.05486007, -0.9976857
0.04016802, -0.05486007, -0.9976857
0.04006446, -0.05503835, -0.9976801
0.04006446, -0.05503835, -0.9976801
0.04006446, -0.05503835, -0.9976801
0.04006446, -0.05503835, -0.9976801
0.03997041, -0.05518744, -0.9976757
0.03997041, -0.05518744, -0.9976757
0.03997041, -0.05518744, -0.9976757
0.03997041, -0.05518744, -0.9976757
0.03997041, -0.05518744, -0.9976757
0.04001978, -0.05527626, -0.9976687
0.04001978, -0.05527626, -0.9976687
0.03968565, -0.05538942, -0.9976758
0.03968565, -0.05538942, -0.9976758
0.03968565, -0.05538942, -0.9976758
0.03968565, -0.05538942, -0.9976758
0.03972844, -0.05547539, -0.9976693
0.03972844, -0.05547539, -0.9976693
0.03972844, -0.05547539, -0.9976693
0.03972844, -0.05547539, -0.9976693
0.03984178, -0.05558003, -0.997659
0.03984178, -0.05558003, -0.997659
0.03984178, -0.05558003, -0.997659
0.03984178, -0.05558003, -0.997659
0.03984178, -0.05558003, -0.997659
0.03985761, -0.05569521, -0.9976519
0.03985761, -0.05569521, -0.9976519
0.03981895, -0.05575031, -0.9976504
0.03981895, -0.05575031, -0.9976504
0.03981895, -0.05575031, -0.9976504
0.03981895, -0.05575031, -0.9976504
0.03989232, -0.0558141, -0.9976439
0.03989232, -0.0558141, -0.9976439
0.03989232, -0.0558141, -0.9976439
0.03989232, -0.0558141, -0.9976439
0.03956375, -0.05595192, -0.9976493
0.03956375, -0.05595192, -0.9976493
0.03956375, -0.05595192, -0.9976493
0.03956375, -0.05595192, -0.9976493
0.03956375, -0.05595192, -0.9976493
0.0383845, -0.05293755, -0.9978598
